date, pm25, pm10, o3, no2, so2, co
2024/5/10, 160, 177, 61, 20, 4, 7
2024/5/11, 137, 202, 63, 25, 6, 10
2024/5/12, 187, 207, 58, 26, 6, 10
2024/5/13, 178, 186, 67, 21, 12, 9
2024/5/14, 182, 337, 73, 37, 19, 15
2024/5/15, 252, 219, 89, 42, 8, 14
2024/5/16, 188, 209, 57, 33, 8, 10
2024/5/17, 177, 273, 62, 27, 14, 11
2024/5/18, 209, 305, 41, 28, 19, 10
2024/5/19, 203, 230, 40, 24, 12, 8
2024/5/20, 154, 191, 59, 31, 5, 11
2024/5/21, 162, 138, 36, 24, 3, 10
2024/5/22, 170, 110, 34, 21, 3, 9
2024/5/23, 135, 98, 44, 22, 2, 9
2024/5/24, 118, 128, 36, 24, 2, 9
2024/5/25, 152, 154, 35, 22, 10, 7
2024/5/26, 111, 262, 41, 33, 14, 12
2024/5/27, 186, 284, 40, 44, 11, 13
2024/5/28, 170, 211, 31, 40, 4, 11
2024/5/29, 145, 179, 42, 35, 5, 8
2024/5/30, 133, 228, 44, 33, 5, 9
2024/5/31, 145, 272, 22, 29, 6, 10
2024/6/1, 155, 137, 37, 23, 4, 8
2024/6/2, 119, 176, 33, 23, 6, 8
2024/6/3, 136, 252, 41, 28, 4, 8
2024/6/4, 186, 222, 25, 20, 5, 6
2024/6/5, 155, 134, 47, 22, 4, 6
2024/6/6, 135, 251, 41, 19, 5, 6
2024/6/7, 166, 230, 47, 19, 12, 7
2024/6/8, 140, 135, 57, 17, 9, 7
2024/6/9, 128, 130, 61, 18, 10, 7
2024/6/10, 131, 271, 71, 32, 22, 9
2024/6/11, 178, 306, 50, 29, 15, 9
2024/6/12, 163, 207, 40, 23, 9, 7
2024/6/13, 136, 218, 46, 18, 4, 5
2024/6/14, 119, 160, 44, 19, 4, 7
2024/6/15, 115, 134, 39, 21, 13, 8
2024/6/16, 117, 164, 59, 22, 9, 8
2024/6/17, 134, 278, 33, 20, 6, 7
2024/6/18, 148, 240, 38, 21, 4, 7
2024/6/19, 137, 144, 76, 21, 2, 7
2024/6/20, 100, 139, 36, 25, 2, 9
2024/6/21, 141, 307, 54, 28, 1, 10
2024/6/22, 183, 98, 62, 23, 1, 9
2024/6/23, 135, 106, 28, 24, 1, 10
2024/6/24, 123, 124, 39, 23, 1, 10
2024/6/25, 151, 102, 39, 29, 1, 10
2024/6/26, 127, 70, 15, 29, , 9
2024/6/27, 89, 79, 32, 25, 2, 9
2024/6/28, 91, 217, 20, 27, 2, 11
2024/6/29, 105, 478, 18, 18, 1, 9
2024/6/30, 118, 140, 17, 21, 1, 8
2024/1/1, 250, 166, 13, 12, 13, 9
2024/1/2, 247, 215, 10, 17, 6, 11
2024/1/3, 281, 195, 5, 11, 4, 10
2024/1/4, 277, 149, 7, 10, 5, 9
2024/1/5, 218, 163, 9, 11, 5, 9
2024/1/6, 230, 227, 8, 18, 5, 11
2024/1/7, 279, 239, 7, 16, 8, 10
2024/1/8, 287, 147, 11, 9, 4, 8
2024/1/9, 207, 175, 7, 12, 5, 10
2024/1/10, 243, 222, 6, 14, 5, 11
2024/1/11, 281, 176, 9, 17, 4, 11
2024/1/12, 268, 469, 10, 26, 5, 20
2024/1/13, 450, 244, 4, 18, 3, 16
2024/1/14, 328, 164, 12, 16, 3, 13
2024/1/15, 252, 319, 15, 26, 4, 18
2024/1/16, 371, 314, 15, 28, 5, 14
2024/1/17, 331, 257, 11, 23, 4, 13
2024/1/18, 359, 235, 1, 26, 1, 14
2024/1/19, 295, 299, 3, 23, 2, 13
2024/1/20, 330, 127, 3, 12, 1, 11
2024/1/21, 206, 253, 4, 21, 1, 12
2024/1/22, 285, 280, 3, 20, 1, 12
2024/1/23, 321, 240, 2, 16, 2, 12
2024/1/24, 304, 164, 3, 15, 1, 13
2024/1/25, 246, 372, 5, 22, 1, 18
2024/1/26, 386, 260, 3, 28, 3, 11
2024/1/27, 273, 384, 3, 39, 5, 15
2024/1/28, 346, 262, 3, 22, 2, 13
2024/1/29, 301, 154, 2, 13, 1, 12
2024/1/30, 238, 273, 2, 33, 3, 18
2024/1/31, 357, 102, 1, 21, 1, 10
2024/2/1, 181, 103, , 14, 1, 10
2024/2/2, 184, 154, 1, 17, 2, 10
2024/2/3, 182, 179, 1, 26, 3, 11
2024/2/4, 220, 94, 1, 10, 4, 7
2024/2/5, 163, 93, 1, 12, 2, 8
2024/2/6, 152, 135, 5, 15, 2, 7
2024/2/7, 166, 105, 1, 12, 2, 7
2024/2/8, 138, 143, 1, 20, 1, 8
2024/2/9, 159, 259, 1, 25, 4, 11
2024/2/10, 266, 186, 1, 20, 3, 10
2024/2/11, 244, 222, 1, 22, 2, 11
2024/2/12, 245, 343, 2, 22, 3, 12
2024/2/13, 324, 226, , 20, 4, 10
2024/2/14, 272, 208, 1, 21, 2, 10
2024/2/15, 213, 196, 8, 21, 4, 10
2024/2/16, 222, 280, 8, 26, 4, 11
2024/2/17, 235, 412, 8, 33, 5, 13
2024/2/18, 243, 188, 10, 20, 4, 8
2024/2/19, 173, 168, 10, 22, 3, 10
2024/2/20, 192, 162, 8, 14, 1, 8
2024/2/21, 182, 123, 6, 16, 6, 7
2024/2/22, 140, 148, 8, 15, 9, 7
2024/2/23, 155, 230, 8, 21, 5, 8
2024/2/24, 175, 154, 8, 21, 4, 8
2024/2/25, 165, 153, 6, 19, 7, 8
2024/2/26, 158, 98, 6, 15, 5, 7
2024/2/27, 142, 110, 8, 12, 3, 7
2024/2/28, 148, 136, , 15, 4, 7
2024/2/29, 174, 156, 17, 26, 6, 9
2024/3/1, 161, 83, 17, 12, 2, 6
2024/3/2, 91, 116, 16, 10, 2, 6
2024/3/3, 106, 90, 15, 11, 3, 7
2024/3/4, 130, 94, 23, 9, 7, 6
2024/3/5, 140, 120, 17, 13, 6, 8
2024/3/6, 166, 196, 23, 17, 9, 8
2024/3/7, 202, 181, 23, 13, 5, 7
2024/3/8, 152, 140, 23, 11, 5, 6
2024/3/9, 146, 140, 5, 14, 11, 7
2024/3/10, 182, 110, 5, 10, 4, 6
2024/3/11, 135, 161, 5, 15, 5, 8
2024/3/12, 175, 154, 5, 16, 7, 8
2024/3/13, 182, 213, 5, 16, 9, 9
2024/3/14, 198, 175, 5, 11, 5, 7
2024/3/15, 136, 135, 5, 14, 10, 7
2024/3/16, 178, 161, 5, 17, 13, 8
2024/3/17, 206, 170, 5, 16, 19, 8
2024/3/18, 206, 215, 5, 18, 15, 9
2024/3/19, 219, 231, 5, 16, 19, 9
2024/3/20, 240, 171, 5, 17, 7, 9
2024/3/21, 186, 102, 5, 15, 5, 7
2024/3/22, 146, 189, , 9, 11, 5
2024/3/23, 201, 120, 24, 15, 6, 11
2024/3/24, 139, 126, 32, 9, 6, 8
2024/3/25, 169, 129, 21, 11, 13, 8
2024/3/26, 170, 204, 18, 17, 5, 8
2024/3/27, 173, 130, 30, 15, 7, 7
2024/3/28, 156, 170, 11, 20, 7, 10
2024/3/29, 193, 141, 34, 14, 3, 7
2024/3/30, 155, 111, 19, 5, 3, 6
2024/3/31, 96, 157, 30, 7, 10, 8
2023/10/1, 159, 134, 40, 16, 10, 7
2023/10/2, 148, 266, 42, 18, 10, 7
2023/10/3, 164, 294, 47, 20, 10, 8
2023/10/4, 164, 337, 49, 24, 11, 8
2023/10/5, 172, 292, 34, 22, 11, 10
2023/10/6, 167, 369, 18, 18, 7, 10
2023/10/7, 178, 191, 18, 17, 7, 8
2023/10/8, 136, 197, 17, 15, 8, 8
2023/10/9, 143, 174, 13, 16, 6, 8
2023/10/10, 252, 174, 59, 15, 8, 8
2023/10/11, 179, 255, 33, 19, 8, 9
2023/10/12, 203, 407, 40, 20, 8, 11
2023/10/13, 271, 406, 37, 23, 8, 13
2023/10/14, 231, 355, 37, 19, 8, 10
2023/10/15, 181, 189, 24, 16, 8, 7
2023/10/16, 132, 92, 24, 19, 9, 8
2023/10/17, 111, 103, 26, 16, 7, 6
2023/10/18, 133, 116, 34, 17, 9, 7
2023/10/19, 141, 190, 24, 19, 7, 9
2023/10/20, 206, 229, 14, 22, 3, 9
2023/10/21, 233, 265, 13, 19, 6, 11
2023/10/22, 252, 205, 14, 17, 3, 9
2023/10/23, 234, 153, 13, 15, 2, 9
2023/10/24, 188, 155, 14, 13, 2, 8
2023/10/25, 186, 171, 14, 17, 2, 10
2023/10/26, 222, 258, 14, 24, 3, 11
2023/10/27, 229, 374, 14, 29, 3, 15
2023/10/28, 270, 537, 36, 38, 1, 23
2023/10/29, 314, 469, 41, 36, 2, 16
2023/10/30, 319, 439, 31, 34, 2, 17
2023/10/31, 316, 377, 28, 29, 2, 14
2023/11/1, 332, 519, 19, 32, 2, 20
2023/11/2, 451, 418, 23, 27, 4, 15
2023/11/3, 412, 383, 19, 28, 7, 17
2023/11/4, 395, 448, 18, 28, 6, 17
2023/11/5, 442, 482, 27, 40, 6, 21
2023/11/6, 350, 444, 27, 37, 7, 19
2023/11/7, 347, 427, 14, 32, 7, 16
2023/11/8, 364, 434, 14, 36, 6, 20
2023/11/9, 381, 203, 11, 26, 6, 9
2023/11/10, 211, 85, 10, 12, 4, 9
2023/11/11, 137, 126, 17, 14, 6, 8
2023/11/12, 206, 266, 20, 18, 8, 11
2023/11/13, 368, 238, 16, 22, 5, 12
2023/11/14, 310, 299, 20, 23, 5, 12
2023/11/15, 359, 504, 19, 33, 6, 18
2023/11/16, 441, 450, 21, 33, 5, 15
2023/11/17, 378, 279, 16, 37, 5, 15
2023/11/18, 272, 252, 23, 30, 5, 13
2023/11/19, 262, 332, 21, 31, 5, 17
2023/11/20, 303, 310, 15, 23, 5, 12
2023/11/21, 350, 324, 20, 25, 7, 14
2023/11/22, 334, 401, 27, 40, 7, 18
2023/11/23, 343, 529, 28, 41, 6, 21
2023/11/24, 424, 478, 20, 38, 6, 16
2023/11/25, 395, 499, 21, 43, 7, 24
2023/11/26, 374, 429, 14, 36, 6, 14
2023/11/27, 358, 150, 10, 24, 6, 10
2023/11/28, 227, 230, 14, 28, 6, 13
2023/11/29, 265, 392, 17, 32, 6, 17
2023/11/30, 370, 225, 16, 16, 6, 11
2023/12/1, 290, 250, 15, 21, 7, 10
2023/12/2, 265, 302, 20, 28, 7, 11
2023/12/3, 280, 219, 15, 22, 6, 11
2023/12/4, 244, 204, 16, 21, 7, 11
2023/12/5, 248, 253, 13, 28, 6, 11
2023/12/6, 236, 280, 14, 31, 7, 12
2023/12/7, 257, 267, 15, 28, 6, 13
2023/12/8, 255, 262, 16, 27, 6, 13
2023/12/9, 260, 290, 10, 34, 7, 15
2023/12/10, 253, 276, 17, 26, 6, 14
2023/12/11, 256, 459, 13, 36, 4, 12
2023/12/12, 350, 367, 14, 31, 4, 6
2023/12/13, 334, 303, 12, 27, 7, 9
2023/12/14, 286, 316, 12, 31, 6, 13
2023/12/15, 283, 393, 14, 32, 7, 13
2023/12/16, 323, 339, 15, 30, 6, 12
2023/12/17, 296, 214, 14, 22, 4, 10
2023/12/18, 260, 222, 14, 23, 5, 10
2023/12/19, 227, 272, 10, 27, 5, 11
2023/12/20, 235, 326, 19, 27, 6, 13
2023/12/21, 330, 425, 20, 33, 7, 28
2023/12/22, 383, 574, 17, 40, 5, 17
2023/12/23, 446, 409, 21, 29, 6, 15
2023/12/24, 399, 284, 18, 23, 5, 13
2023/12/25, 307, 319, 10, 22, 4, 14
2023/12/26, 366, 209, 4, 15, 3, 14
2023/12/27, 307, 159, 8, 13, 5, 11
2023/12/28, 254, 430, 12, 30, 5, 15
2023/12/29, 406, 319, 11, 25, 5, 13
2023/12/30, 360, 255, 12, 25, 5, 13
2023/12/31, 321, 194, 8, 10, 4, 8
2023/7/1, 79, 76, 11, 9, 2, 7
2023/7/2, 101, 102, 10, 12, 2, 7
2023/7/3, 129, 111, 19, 17, 1, 10
2023/7/4, 117, 68, 13, 12, 2, 9
2023/7/5, 115, 58, , 13, 2, 8
2023/7/6, 96, 72, , 12, 2, 8
2023/7/7, 108, 48, 9, 13, 2, 9
2023/7/8, 96, 34, 8, 11, 2, 8
2023/7/9, 85, 41, 5, 9, 1, 7
2023/7/10, 85, 51, 12, 8, 5, 7
2023/7/11, 88, 60, 29, 11, 10, 9
2023/7/12, 99, 71, 33, 10, 7, 8
2023/7/13, 114, , , , , 
2023/7/21, 111, 84, 6, 9, 7, 8
2023/7/22, 106, 74, 33, 7, 11, 8
2023/7/23, 92, 75, 27, 8, 7, 7
2023/7/24, 92, 87, 8, 9, 11, 8
2023/7/25, 142, 58, 26, 10, 9, 8
2023/7/26, 80, 81, 28, 13, 7, 8
2023/7/27, 125, 65, 24, 12, 13, 7
2023/7/28, 120, 35, 8, 11, 8, 7
2023/7/29, 53, 56, 12, 10, 11, 6
2023/7/30, 67, 96, 23, 12, 10, 7
2023/7/31, 134, 90, 7, 12, 9, 7
2023/8/1, 83, 88, 9, 11, 8, 6
2023/8/2, 80, 87, 16, 10, 9, 6
2023/8/3, 87, 98, 28, 11, 7, 7
2023/8/4, 104, 72, 11, 15, 8, 8
2023/8/5, 106, 104, 16, 12, 7, 6
2023/8/6, 88, 106, 17, 11, 8, 6
2023/8/7, 77, 132, 18, 10, 7, 6
2023/8/8, 78, 111, 16, 11, 7, 6
2023/8/9, 85, 123, 20, 9, 8, 6
2023/8/10, 92, 123, 21, 10, 8, 6
2023/8/11, 95, 126, 22, 10, 8, 6
2023/8/12, 87, 95, 21, 10, 8, 6
2023/8/13, 69, 108, 34, 11, 8, 6
2023/8/14, 96, 84, 33, 10, 7, 6
2023/8/15, 116, 119, 29, 12, 8, 7
2023/8/16, 129, 153, 26, 11, 8, 7
2023/8/17, 125, 185, 28, 11, 8, 6
2023/8/18, 125, 81, 44, 12, 7, 7
2023/8/19, 118, 76, 31, 12, 10, 8
2023/8/20, 107, 100, 35, 12, 7, 7
2023/8/21, 114, 95, 23, 13, 9, 8
2023/8/22, 121, 64, 14, 12, 8, 8
2023/8/23, 74, 120, 16, 11, 7, 7
2023/8/24, 89, 129, 15, 9, 9, 6
2023/8/25, 94, 169, 15, 11, 8, 6
2023/8/26, 122, 165, 16, 9, 7, 5
2023/8/27, 128, 149, 13, 9, 9, 6
2023/8/28, 117, 155, 15, 10, 9, 6
2023/8/29, 115, 153, 24, 9, 8, 7
2023/8/30, 131, 152, 18, 10, 9, 7
2023/8/31, 140, 147, 14, 10, 8, 7
2023/9/1, 120, 181, 18, 10, 9, 6
2023/9/2, 125, 144, 20, 9, 10, 6
2023/9/3, 117, 130, 18, 10, 10, 7
2023/9/4, 114, 110, 36, 11, 11, 7
2023/9/5, 118, 100, 29, 13, 10, 9
2023/9/6, 106, 72, 33, 13, 11, 8
2023/9/7, 90, 63, 37, 12, 10, 8
2023/9/8, 83, 24, 15, 9, 10, 6
2023/9/9, 35, 9, 14, 8, 11, 6
2023/9/10, 21, 49, 22, 12, 11, 8
2023/9/11, 90, 96, 24, 15, 14, 9
2023/9/12, 118, 128, 41, 18, 11, 9
2023/9/13, 139, 125, 15, 17, 7, 9
2023/9/14, 146, 89, 18, 16, 8, 8
2023/9/15, 102, 65, , 14, 7, 8
2023/9/16, 94, 56, 9, 15, 7, 7
2023/9/17, 69, 55, 10, 13, 8, 6
2023/9/18, 50, 72, 19, 15, 8, 6
2023/9/19, 91, 133, 30, 15, 8, 7
2023/9/20, 88, 120, 28, 17, 8, 8
2023/9/21, 149, 118, 22, 15, 8, 8
2023/9/22, 147, 136, 18, 17, 7, 9
2023/9/23, 149, 161, 24, 16, 8, 9
2023/9/24, 178, 121, 37, 15, 7, 9
2023/9/25, 218, 131, 25, 16, 8, 8
2023/9/27, 135, 121, 26, 16, 8, 9
2023/9/28, 154, 293, 57, 18, 10, 8
2023/9/29, 167, 173, 40, 16, 8, 7
2023/9/30, 157, 169, 36, 17, 11, 7
2023/4/1, 130, 101, 32, 3, 13, 11
2023/4/2, 166, 222, 34, 3, 4, 11
2023/4/3, 150, 106, 27, 3, 1, 8
2023/4/4, 105, 140, 33, 3, 4, 8
2023/4/5, 153, 122, 31, 3, 7, 8
2023/4/6, 123, 153, 36, 5, 5, 7
2023/4/7, 157, 239, 44, 15, 2, 9
2023/4/8, 148, 240, 48, 17, 6, 9
2023/4/9, 218, 293, 52, 16, 6, 10
2023/4/10, 189, 393, 49, 16, 5, 11
2023/4/11, 219, 271, 37, 15, 17, 8
2023/4/12, 174, 374, 40, 16, 16, 8
2023/4/13, 209, 367, 43, 18, 14, 7
2023/4/14, 205, 327, 51, 20, 16, 9
2023/4/15, 202, 283, 30, 20, 8, 12
2023/4/16, 157, 270, 42, 16, 15, 8
2023/4/17, 149, 331, 27, 18, 8, 9
2023/4/18, 175, 269, 48, 12, 7, 6
2023/4/19, 152, 165, 31, 11, 6, 6
2023/4/20, 149, 142, 43, 13, 5, 7
2023/4/21, 114, 125, 58, 12, 6, 6
2023/4/22, 109, 97, 38, 11, 6, 6
2023/4/23, 78, 178, 69, 17, 14, 8
2023/4/24, 169, 132, 78, 16, 7, 8
2023/4/25, 130, 292, 87, 23, 7, 12
2023/4/26, 183, 214, 67, 20, 7, 8
2023/4/27, 154, 187, 49, 19, 8, 10
2023/4/28, 154, 237, 33, 18, 8, 10
2023/4/29, 175, 131, 42, 15, 8, 8
2023/4/30, 157, 58, 12, 13, 4, 8
2023/5/1, 125, 69, 27, 11, 2, 8
2023/5/2, 127, 83, 29, 12, 4, 9
2023/5/3, 127, 92, 54, 13, 5, 10
2023/5/4, 146, 218, 49, 15, 4, 10
2023/5/5, 183, 295, 31, 15, 7, 9
2023/5/6, 215, 182, 50, 14, 7, 8
2023/5/7, 162, 110, 39, 15, 4, 8
2023/5/8, 134, 260, 57, 13, 11, 9
2023/5/9, 213, 238, 52, 14, 13, 9
2023/5/10, 188, 447, 67, 17, 10, 12
2023/5/11, 239, 370, 64, 19, 4, 15
2023/5/12, 188, 276, 77, 22, 7, 12
2023/5/13, 179, 328, 56, 18, 6, 11
2023/5/14, 184, 157, 43, 11, 7, 6
2023/5/15, 107, 538, 36, 10, 5, 6
2023/5/16, 179, 421, 35, 14, 12, 8
2023/5/17, 191, 110, 51, 11, 8, 6
2023/5/18, 101, 170, 47, 13, 15, 7
2023/5/19, 161, 240, 48, 17, 15, 9
2023/5/20, 158, 313, 65, 23, 7, 11
2023/5/21, 163, 260, 33, 19, 8, 7
2023/5/22, 146, 317, 30, 14, 8, 6
2023/5/23, 126, 136, 26, 14, 4, 6
2023/5/24, 85, 127, 40, 14, 4, 6
2023/5/25, 63, 127, 34, 16, 6, 7
2023/5/26, 63, 94, 35, 19, 4, 7
2023/5/27, 75, 139, 54, 21, 4, 9
2023/5/28, 139, 100, 34, 17, 4, 7
2023/5/29, 104, 96, 45, 13, 5, 7
2023/5/30, 116, 66, 26, 14, 3, 7
2023/5/31, 114, 112, 28, 16, 4, 8
2023/6/1, 142, 101, 36, 12, 7, 6
2023/6/2, 127, 181, 37, 19, 7, 8
2023/6/3, 162, 158, 44, 20, 5, 8
2023/6/4, 171, 157, 47, 17, 3, 7
2023/6/5, 154, 227, 65, 20, 4, 7
2023/6/6, 133, 346, 36, 18, 7, 7
2023/6/7, 168, 138, 50, 15, 17, 7
2023/6/8, 136, 157, 35, 16, 9, 6
2023/6/9, 117, 163, 31, 17, 4, 6
2023/6/10, 103, 120, 35, 14, 3, 6
2023/6/11, 101, 177, 30, 15, 6, 7
2023/6/12, 131, 280, 18, 15, 6, 7
2023/6/13, 136, 206, 15, 14, 5, 6
2023/6/14, 109, 148, 23, 13, 5, 6
2023/6/15, 100, 119, 13, 16, 5, 7
2023/6/16, 103, 136, 13, 14, 2, 7
2023/6/17, 121, 73, 24, 13, 2, 7
2023/6/18, 87, 67, 8, 14, 2, 6
2023/6/19, 66, 103, 19, 14, 2, 8
2023/6/20, 116, 84, 16, 15, 2, 7
2023/6/21, 95, 108, 3, 19, 2, 9
2023/6/22, 121, 126, 17, 18, 1, 9
2023/6/23, 127, 151, 20, 19, 2, 10
2023/6/24, 136, 42, 12, 12, 2, 7
2023/6/25, 71, 75, 16, 17, 7, 11
2023/6/26, 150, 71, 23, 15, 6, 9
2023/6/27, 121, 83, 21, 14, 3, 9
2023/6/28, 111, 76, 19, 12, 1, 10
2023/6/29, 111, 66, 31, 11, 2, 8
2023/6/30, 76, 69, 14, 9, 3, 7
2023/1/2, 333, 358, 16, 14, 2, 7
2023/1/3, 317, 242, 17, 11, 26, 7
2023/1/4, 238, 270, 9, 15, 4, 11
2023/1/5, 274, 362, 11, 17, 4, 8
2023/1/6, 289, 315, 14, 18, 7, 9
2023/1/7, 272, 334, 12, 18, 4, 12
2023/1/8, 326, 386, 9, 19, 2, 15
2023/1/9, 388, 224, 19, 15, 4, 10
2023/1/10, 265, 290, 27, 24, 3, 10
2023/1/11, 256, 287, 27, 26, 5, 12
2023/1/12, 280, 266, 24, 22, 4, 13
2023/1/13, 297, 191, 25, 10, 3, 6
2023/1/14, 219, 194, 32, 16, 4, 6
2023/1/15, 173, 342, 33, 21, 3, 8
2023/1/16, 217, 384, 33, 21, 7, 10
2023/1/17, 253, 431, 4, 27, 4, 11
2023/1/18, 308, , , , , 
2023/1/20, 195, 327, 21, 30, 17, 10
2023/1/21, 314, 244, 27, 23, 2, 10
2023/1/22, 310, 231, 6, 26, 6, 7
2023/1/23, 239, 128, 6, 25, 4, 6
2023/1/24, 174, 114, 4, 15, 2, 6
2023/1/25, 180, 114, 13, 12, 5, 5
2023/1/26, 199, 123, 31, 14, 6, 4
2023/1/27, 182, 165, 34, 20, 7, 6
2023/1/28, 198, 248, 6, 26, 7, 13
2023/1/29, 271, 100, 14, 22, 6, 7
2023/1/30, 171, 90, 20, 13, 5, 4
2023/1/31, 171, 128, 27, 14, 6, 5
2023/2/1, 173, 148, 31, 18, 7, 5
2023/2/2, 180, 143, 36, 18, 11, 4
2023/2/3, 179, 247, 39, 20, 23, 6
2023/2/4, 197, 206, 44, 19, 15, 6
2023/2/5, 190, 320, 39, 22, 6, 16
2023/2/6, 236, 207, 25, 17, 5, 7
2023/2/7, 198, 174, 33, 17, 7, 4
2023/2/8, 182, 158, 32, 24, 10, 6
2023/2/9, 179, 165, 39, 21, 6, 6
2023/2/10, 159, 187, 37, 18, 6, 7
2023/2/11, 208, 118, 37, 11, 7, 3
2023/2/12, 136, , 40, 10, 7, 3
2023/2/13, 123, 149, 45, 14, 8, 4
2023/2/14, 150, 164, 41, 18, 8, 6
2023/2/15, 178, 206, 46, 20, 7, 8
2023/2/16, 224, 298, 64, 25, 4, 10
2023/2/17, 297, 249, 46, 18, 3, 8
2023/2/18, 259, 285, 59, 22, 2, 12
2023/2/19, 255, 223, 40, 22, 4, 13
2023/2/20, 205, 163, 37, 17, 3, 7
2023/2/21, 193, 180, 26, 14, 4, 8
2023/2/22, 197, 183, 29, 14, 2, 6
2023/2/23, 172, 164, 41, 16, 4, 6
2023/2/24, 171, 230, 46, 17, 4, 7
2023/2/25, 200, 308, 49, 19, 5, 12
2023/2/26, 228, 205, 44, 18, 9, 7
2023/2/27, 188, 202, 35, 16, 8, 6
2023/2/28, 190, 190, 31, 14, 6, 6
2023/3/1, 154, 148, 30, 11, 9, 5
2023/3/2, 158, 125, 26, 10, 8, 5
2023/3/3, 143, 123, 20, 9, 10, 5
2023/3/4, 151, 116, 30, 7, 9, 5
2023/3/5, 137, 167, 36, 9, 9, 6
2023/3/6, 157, 155, 41, 10, 7, 7
2023/3/7, 161, 118, 40, 8, 8, 7
2023/3/8, 178, 96, 37, 8, 10, 5
2023/3/9, 139, 175, 38, 9, 10, 10
2023/3/10, 198, 193, 46, 17, 12, 12
2023/3/11, 183, 193, 53, 13, 8, 11
2023/3/12, 173, 303, 43, 11, 12, 13
2023/3/13, 247, 199, 36, 38, 15, 11
2023/3/14, 213, 311, 54, 47, 12, 13
2023/3/15, 203, 195, 49, 18, 9, 12
2023/3/16, 181, 177, 38, 19, 14, 13
2023/3/17, 183, 92, 22, 17, 13, 11
2023/3/18, 160, 99, 30, 14, 7, 9
2023/3/19, 163, 110, 25, 13, 3, 9
2023/3/20, 139, 52, 27, 8, 10, 8
2023/3/21, 106, 110, 41, 4, 5, 9
2023/3/22, 164, 165, 29, 3, 7, 10
2023/3/23, 168, 168, 19, 5, 3, 10
2023/3/24, 168, 67, 30, 3, 3, 8
2023/3/25, 101, 121, 33, 3, 4, 8
2023/3/26, 145, 116, 34, 3, 8, 8
2023/3/27, 149, 194, 34, 4, 6, 9
2023/3/28, 173, 190, 51, 5, 3, 10
2023/3/29, 165, 143, 49, 4, 4, 9
2023/3/30, 148, 42, 34, 4, 9, 8
2023/3/31, 84, 73, 43, 3, 5, 10
2022/10/1, 174, 132, 18, 10, 8, 11
2022/10/2, 155, 100, 30, 5, 8, 9
2022/10/3, 116, 112, 32, 8, 8, 10
2022/10/4, 157, 111, 17, 11, 12, 12
2022/10/5, 163, 53, 6, 6, 8, 9
2022/10/6, 52, 45, 6, 6, 9, 9
2022/10/7, 61, 22, 4, 7, 8, 7
2022/10/8, 54, 7, 9, 3, 8, 3
2022/10/9, 31, 26, 6, 7, 8, 4
2022/10/10, 56, 70, 45, 9, 8, 6
2022/10/11, 95, 97, 29, 7, 8, 5
2022/10/12, 142, 99, 39, 8, 17, 5
2022/10/13, 135, 117, 46, 9, 8, 5
2022/10/14, 152, 183, 42, 14, 12, 5
2022/10/15, 180, 180, 48, 16, 17, 11
2022/10/16, 176, 265, 59, 19, 9, 8
2022/10/17, 190, 255, 41, 27, 14, 12
2022/10/18, 193, 360, 47, 34, 4, 18
2022/10/19, 195, 252, 53, 37, 3, 9
2022/10/20, 180, 317, 53, 35, 4, 9
2022/10/21, 203, 226, 45, 24, 3, 7
2022/10/22, 213, 144, 69, 20, 15, 6
2022/10/23, 202, 151, 49, 17, 5, 6
2022/10/24, 222, 120, 43, 13, 15, 5
2022/10/25, 195, 135, 47, 21, 6, 6
2022/10/26, 195, 243, 40, 31, 4, 11
2022/10/27, 252, 351, 50, 38, 7, 14
2022/10/28, 299, 392, 36, 32, 7, 13
2022/10/29, 321, 364, 34, 29, 3, 14
2022/10/30, 311, 438, 27, 36, 9, 17
2022/10/31, 355, 362, 36, 43, 4, 18
2022/11/1, 319, 297, 28, 32, 3, 11
2022/11/2, 322, 489, 27, 32, 7, 15
2022/11/3, 482, 464, 47, 47, 7, 17
2022/11/4, 450, 185, 21, 34, 4, 12
2022/11/5, 264, 166, 23, 34, 3, 12
2022/11/6, 231, 231, 16, 30, 4, 12
2022/11/7, 273, 237, 11, 25, 5, 10
2022/11/8, 327, 162, 24, 27, 7, 9
2022/11/9, 182, 215, 15, 29, 15, 12
2022/11/10, 222, 267, 17, 21, 6, 11
2022/11/11, 328, 212, 18, 22, 13, 7
2022/11/12, 289, 189, 19, 24, 7, 9
2022/11/13, 237, 227, 19, 32, 5, 13
2022/11/14, 242, 139, 14, 25, 24, 5
2022/11/15, 185, 146, 10, 22, 4, 7
2022/11/16, 197, 160, 8, 21, 1, 8
2022/11/17, 235, 180, 8, 26, 1, 5
2022/11/18, 241, 221, 5, 30, , 1
2022/11/19, 244, 187, 5, 28, , 
2022/11/20, 253, 186, 5, 24, , 11
2022/11/21, 227, 179, 5, 23, , 11
2022/11/22, 197, 180, 6, 23, 3, 4
2022/11/23, 199, 197, 11, 27, 5, 6
2022/11/24, 192, 255, 20, 32, 12, 7
2022/11/25, 232, 261, 25, 31, 7, 2
2022/11/26, 268, 220, 24, 28, 5, 3
2022/11/27, 262, 244, 23, 32, 7, 2
2022/11/28, 277, 309, 21, 41, 5, 1
2022/11/29, 308, 303, 19, 34, 4, 2
2022/11/30, 295, 318, 21, 37, 36, 2
2022/12/1, 293, 297, 16, 38, 5, 2
